date,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,Total Adults in Shelter,Total Children in Shelter,Total Individuals in Shelter,Single Adult Men in Shelter,Single Adult Women in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adults in Families with Children in Shelter,Children in Families with Children in Shelter,Total Individuals in Families with Children in Shelter ,Adult Families in Shelter,Individuals in Adult Families in Shelter
7/12/2021,474,24,4,31116,14538,45654,12414,4210,16624,8282,10930,14538,25468,1691,3562
7/13/2021,455,25,2,31058,14539,45597,12407,4176,16583,8282,10936,14539,25475,1680,3539
7/14/2021,545,46,2,31034,14490,45524,12425,4158,16583,8269,10907,14490,25397,1681,3544
7/15/2021,547,28,5,30993,14528,45521,12403,4129,16532,8305,10936,14528,25464,1673,3525
7/16/2021,553,35,5,30943,14545,45488,12386,4117,16503,8310,10939,14545,25484,1664,3501
7/17/2021,340,37,5,30954,14561,45515,12364,4115,16479,8325,10966,14561,25527,1666,3509
7/18/2021,385,37,2,30986,14550,45536,12396,4122,16518,8316,10951,14550,25501,1670,3517
7/19/2021,806,49,5,30906,14453,45359,12367,4115,16482,8273,10903,14453,25356,1672,3521
7/20/2021,699,52,4,30880,14435,45315,12349,4111,16460,8262,10890,14435,25325,1677,3530
7/21/2021,888,41,2,30823,14435,45258,12358,4100,16458,8257,10887,14435,25322,1653,3478
7/22/2021,961,53,2,30776,14429,45205,12310,4092,16402,8260,10895,14429,25324,1654,3479
7/23/2021,908,46,4,30678,14460,45138,12242,4084,16326,8287,10918,14460,25378,1632,3434
7/24/2021,544,44,2,30745,14497,45242,12270,4071,16341,8318,10958,14497,25455,1638,3446
7/25/2021,629,42,4,30798,14491,45289,12317,4086,16403,8306,10948,14491,25439,1639,3447
7/26/2021,1210,57,1,30705,14443,45148,12338,4026,16364,8267,10886,14443,25329,1643,3455
7/27/2021,1190,73,4,30552,14448,45000,12307,3923,16230,8271,10894,14448,25342,1630,3428
7/28/2021,1225,74,6,30409,14454,44863,12267,3801,16068,8282,10901,14454,25355,1636,3440
7/29/2021,1275,74,7,30691,14482,45173,12319,3989,16308,8299,10935,14482,25417,1640,3448
7/30/2021,1269,78,9,30618,14483,45101,12248,3977,16225,8296,10930,14483,25413,1648,3463
7/31/2021,840,67,4,30443,14305,44748,12252,3982,16234,8192,10785,14305,25090,1630,3424
8/1/2021,819,44,10,30312,14274,44586,12215,3896,16111,8180,10765,14274,25039,1636,3436
8/2/2021,1539,73,4,30452,14286,44738,12268,3975,16243,8181,10759,14286,25045,1644,3450
8/3/2021,1560,90,3,30455,14389,44844,12220,3987,16207,8233,10824,14389,25213,1632,3424
8/4/2021,1586,81,7,30601,14484,45085,12254,4004,16258,8292,10907,14484,25391,1638,3436
8/5/2021,1514,89,6,30606,14507,45113,12240,4005,16245,8309,10935,14507,25442,1633,3426
8/6/2021,1555,112,10,30553,14481,45034,12195,3994,16189,8302,10936,14481,25417,1634,3428
8/7/2021,1131,83,11,30547,14473,45020,12192,4009,16201,8295,10924,14473,25397,1632,3422
8/8/2021,1058,96,6,30695,14491,45186,12278,4021,16299,8309,10943,14491,25434,1646,3453
8/9/2021,1862,127,9,30779,14486,45265,12318,4040,16358,8312,10955,14486,25441,1652,3466
8/10/2021,1650,111,6,30813,14541,45354,12308,4067,16375,8335,10986,14541,25527,1645,3452
8/11/2021,1731,138,6,30764,14527,45291,12295,4045,16340,8317,10965,14527,25492,1647,3459
8/12/2021,1730,111,6,30708,14499,45207,12268,4057,16325,8304,10948,14499,25447,1635,3435
8/13/2021,1577,130,8,30701,14512,45213,12251,4037,16288,8328,10970,14512,25482,1639,3443
8/14/2021,1028,89,9,30684,14504,45188,12268,4024,16292,8330,10966,14504,25470,1630,3426
8/15/2021,1122,104,6,30680,14522,45202,12229,4028,16257,8342,10983,14522,25505,1637,3440
8/16/2021,1902,116,6,30740,14522,45262,12254,4048,16302,8347,10995,14522,25517,1639,3443
8/19/2021,1677,90,13,30577,14382,44959,12289,4030,16319,8268,10879,14382,25261,1608,3379
8/20/2021,1538,113,3,30523,14404,44927,12242,4025,16267,8278,10885,14404,25289,1605,3371
8/21/2021,1073,110,15,30548,14433,44981,12259,4009,16268,8307,10924,14433,25357,1598,3356
8/22/2021,708,102,9,30658,14472,45130,12326,4026,16352,8330,10948,14472,25420,1599,3358
8/23/2021,1918,107,10,30658,14474,45132,12303,4021,16324,8335,10947,14474,25421,1614,3387
